 * Serving Flask app 'app'
 * Debug mode: on
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 142-593-374
127.0.0.1 - - [16/Sep/2026 09:26:54] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:27:22] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:27:22] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:27:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:28:06] "GET /static/style.css HTTP/1.1" 304 -
127.0.0.1 - - [16/Sep/2026 09:28:06] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:27] "GET /lab HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:27] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:27] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:28] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:28] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:28] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:29] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:29] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:29] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:30] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:30] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:30] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:31] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:31] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:31] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:33] "GET /lab HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:33] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:33] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:46] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:46] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:46] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:48] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:48] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:48] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:29:59] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:59] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:29:59] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:31:14] "GET /search?q=Bonjour+tout+le+monde HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:31:14] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:31:14] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:32:57] "GET /search?q=Bonjour+tout+le+monde HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:32:57] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:32:57] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:33:13] "GET /search?q=Bonjour+tout+le+monde HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:33:13] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:33:13] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:35:55] "GET /search?q=<script>alert('XSS+Lab+local')</script> HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:35:56] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:35:56] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:36:01] "GET /search?q=<script>alert('XSS+Lab+local')</script> HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:36:01] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:36:01] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:36:51] "GET /search?q=<b>Texte+en+gras</b> HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:36:51] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:36:51] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:36:54] "GET /search?q=Bonjour+tout+le+monde HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:36:54] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:36:54] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:37:05] "GET /search?q=Bonjour+tout+le+monde HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:37:05] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:37:05] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:39:50] "GET /search?q=<script>alert("XSS")</script> HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:39:50] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:39:50] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:40:47] "GET /search?q=<script>alert("XSS+-+Bilal+Lab")</script> HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:40:47] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:40:47] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
127.0.0.1 - - [16/Sep/2026 09:43:56] "GET /search?q=<script>+document.body.innerHTML+%3D+"<h1>XSS+TEST+-+Bilal</h1>";+</script> HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:43:56] "GET /static/style.css HTTP/1.1" 200 -
127.0.0.1 - - [16/Sep/2026 09:43:56] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 -
